Author; Title; Date of first Publishing; Genre; Sub-Genre; Confidence Score
Truman Capote;Frühstück bei Tiffany;1958;No Value;No Value;95
Barbara Sher; wenn du tausend Träume hast;No Value;Self-help;Personal Development;95
No Value extraction possible;;;;;
Desmond Morris;The Human Zoo;1969;Non-fiction;Anthropology;95
The Third Policeman; Flann O'Brien;1967; Fiction; Satire;100
Margaret Atwood; Katzenaulge; No Value extraction possible; No Value extraction possible; No Value extraction possible;90
Salman Rushdie;Harun und das Meer der Geschichten;1990;Fiction;Fantasy;95
No Value extraction possilbe;;;;;
Irvin D. Yalom;Und Nietzsche weinte;1992;Fiction;Philosophical;90
Wolf Haas;Komm süßer Tod;No Value;No Value;No Value;90
Thor Heyerdahl;Kon-Tiki;1948;Non-fiction;Exploration;100
Martin Heidegger; Being and Time;1927; Philosophy; Existentialism;100
John Irving;Das Hotel New Hampshire;1981;Fiction;Novel;100
Doris Lessing;Shikasta;1979;Science Fiction;;
Tupoka Ogette;exit RACISM;2020;Non-fiction;Social Science;95
Becky Chambers;Der lange Weg zu einem kleinen zornigen Planeten;2014;Science Fiction;Space Opera;90
Iain Banks;The Crow Road;1992;Fiction;Thriller;100
Astrid Lindgren;Die Brüder Löwenherz;1973;Fantasy;Children's literature;100
Robin Wall Kimmerer;Braiding Sweetgrass;;;Non-Fiction;100
Rosemary Sutcliff;Der Adler der Neunten Legion;1954;Historical fiction;Children's literature;95
George Orwell;Essays;No Value;Non-fiction;Essays;100
Ota Pavel;Wie ich den Fischen begegnete;No Value;No Value;No Value;85
Georgette Heyer;Venetia und der Wüstling;No Value;Romance;Historical Romance;95
No Value extraction possilbe;;;;;
Irmgard Weth;Neukirchener Kinderbibel;No Value;Religion;Children;95
E.W. Heine;Kille Kille;No Value;No Value;No Value;100
Daphne du Maurier;Ein Tropfen Zeit;No Value;No Value;No Value;95
Hans-Otto Meissner;Expedition ins Abenteuer;2003;Non-fiction;Exploration;100
Max Goldt;Quitten für die Menschen zwischen Emden und Zittau;No Value;No Value;No Value;100
Leo Perutz;Die Dritte Kugel;No Value;No Value;No Value;95
No Value extraction possible;;;;;
ERICH FROMM;Die Furcht vor der Freiheit;1941;Philosophy;Social Philosophy;90
Max Frisch;Andorra;1961;Drama;Theater;95
Astrid Lindgren;Mio mein Mio;1954;Children's Fiction;Fantasy;100
Katie Hafner;where wizards stay up late;1996;Non-Fiction;Technology;95
Gerdt von Bassewitz;Peterchens Mondfahrt;1912;Children;Fantasy;100
Hermann Hesse;Siddhartha;1922;Fiction;Philosophical novel;100
Kurt Knaak; Ein Jahr im Forst; No Value; No Value; No Value;95
Ernest K. Gann;Fate is the Hunter;1961;Non-fiction;No sub-genre;100
Dostojewski; Der Grossinquisitor; No Value; Fiction; Classic;95
Sophia Fritz;Toxische Weiblichkeit;;Essays;Gender Studies;90
B. B.;Im Schatten der Eule;No Value Extraction Possible; No Value Extraction Possible;;
Frank Herbert; Dune Saga;1965; Science Fiction; No Value (for sub-genre);100
John Brunner;Morgenwelt;No Value;Science Fiction;No Value;80
Kaori Yuki;Angel Sanctuary;1994;Manga;Fantasy;95
Ernest Hemingway;Wem die Stunde schlägt;1940;No Value;No Value;100
Olivia Manning;The Balkan Trilogy;No Value;No Value;No Value;80
Karl Lenz;Soziologie der Zweierbeziehung;No Value; Sociology; No Value;95
Charles Bukowski;Der größte Verlierer der Welt;1968;Poetry;No Value;95
Philippe Djian;Betty Blue;No Value;No Value;No Value;95
No Value extraction possible;;;;;
Maja Haderlap;Engel des Vergessens;2011;Fiction;Novel;100
Kurt Tucholsky;Schnipsel;No Value extraction possible;No Value extraction possible;No Value extraction possible;90
Georg Parlow;zart BESAITET;No Value;No Value;No Value;95
Benoît B. Mandelbrot;Die fraktale Geometrie der Natur;1982;Non-Fiction;Mathematics;95
Alfred Hitchcock;Die drei ??? und der lachende Schatten;No Value;Crime;Mystery;90
Spinoza;Die Ethik;1677;Philosophy;Ethics;100
Robert Anton Wilson;Coincidance;;No Value;;90
A. A. Milne;Winnie-the-Pooh;1926;Children's Literature;Classic;100
Fynn;Hallo Mister Gott hier spricht Anna;1974;Fiction;Spiritual;100
Carreen Maloney;Uniquely Dangerous;No Value;No Value;No Value;90
Hans Jürgen Press;Die Abenteuer der »schwarzen hand«;;Children's literature;Adventure;95
Richard Adams;Watership Down;1972;Fiction;Fantasy;100
J.R.R.Tolkien;Der Herr Der Ringe;1954;Fantasy;High Fantasy;100
Rupert Hacker;Bibliothekarisches Grundwissen;No Value;No Value;No Value;90
Angela Ford; Keine Angst Maria; No Value extraction possible; No Value extraction possible; No Value extraction possible;100
Laurence Sterne; The Life and Opinions of Tristram Shandy;1759; Fiction; Satire;100
No Value extraction possilbe;;;;;
Otto Hegen;Die Digedags in Amerika;No Value;Comic;Adventure;90
No Value extraction possible;;;;;
Franz Werfel;Das Lied von Bernadette;1941;Fiction;Historical Fiction;100
J.R.R. Tolkien;Der Herr der Ringe;1954;Fantasy;High Fantasy;99
Reinhard Wittmann;Geschichte des deutschen Buchhandels;No Value;No Value;No Value;100
Michael Moorcock;Mother London;1988;Fiction;Literary;100
Marion Zimmer Bradley; Die Nebel von Avalon;1982; Fantasy; Arthurian fantasy;100
Hans Blickensdörfer;Die Baskenmütze;No Value;No Value;No Value;100
Perry Rhodan;Die Dritte Macht;1961;Science Fiction;Space Opera;95
Jack Vance;Der graue Prinz;1974;Fantasy;None;90
Hans Baumann;Die Höhlen der großen Jäger;No Value;No Value;No Value;100
John Irving;Gottes Werk und Teufels Beitrag;1985;Fiction;Drama;100
Tschingis Aitmatow;Der Tag zieht den Jahrhundertweg;No Value;No Value;No Value;95
Susan Davis; The Penguin Book of Contemporary New Zealand Short Stories; No Value extraction possible; Fiction; Short Stories;90
Rebecca Solnit;Hope in the Dark;2004;Non-fiction;History;90
Ursula Wölfel; Mond Mond Mond; No Value extraction possible; No Value extraction possible; No Value extraction possible;90
Christine Nöstlinger;Der Zwerg im Kopf;No Value;No Value;No Value;100
Wolfram von Eschenbach;Parzival;1200;Chivalric romance;Medieval literature;100
No Value extraction possilbe;;;;;
John Brunner;Der Schockwellenreiter;1975;Science Fiction;No Sub-genre;100
Kübra Gümüşay;Sprache und Sein;No Value;No Value;No Value;100
Jean Little;Little Jean;No Value;No Value;No Value;90
Astrid Lindgren; Die Brüder Löwenherz;1973; Fiction; Children's literature;95
David R. Palmer;Emergence;1984;Science Fiction;Apocalyptic and Post-Apocalyptic Fiction;100
Oliver Hassencamp;Die Jungens von Burg Schreckenstein;No Value;No Value;No Value;100
Erich Kästner;Die Konferenz der Tiere;1949;Children's Literature;No Sub-genre;95
RankowAuthor: ;;;;;
Compledence: 70.]];;;;;
Thomas H. Cormen;Introduction to Algorithms;1989;Computer Science;Algorithms;100
DENZEL;GROSSER ALPEN STRASSEN FUHRER;;;;
GROSSER ALPENSTRASSEN FUHRER;DENZEL;No Value;No Value;No value;70
Hans von Gottberg;Der Kampf um die Kistenburg;No Value;Abenteuer;Kriminalroman;90
Bill Watterson;The Essential Calvin and Hobbes;1988;Comics;Humor;100
Günter Wallraff;Ganz unten;1985;Non-fiction;Investigative Journalism;95
Johan Huizinga;Herbst des Mittelalters;1920;History;Medieval History;90
Albert Camus;Der Fremde;1942;Fiction;Philosophical Novel;100
No Value extraction possible;;;;;
No Value extraction possible;;;;;
Mascha Kaléko;Das lyrische Stenogrammheft;1933;Poetry;Lyrical;95
Jean Craighead George;Julie von den Wölfen;1972;No Value;No Value;100
Jostein Gaarder; Sofies Welt;1991; Fiction; Philosophy Novel;95
Arend Lijphart;Patterns of Democracy;1999;Political Science;Comparative Politics;100
Antoine de Saint-Exupéry;Der Kleine Prinz;1943;Fiction;Fable;95
Jack London;The Complete Short Stories of Jack London;(Can't determine the first publishing date);Short Stories;No sub-genre;90
Patti Smith;Just Kids;2010;Autobiography;Memoir;100
Günter Bruno Fuchs;Der Bahnwärter Sandomir;No Value;No Value;No Value;90
No Value extraction possible;;;;;
Kathrin Passig; Dinge geregelt kriegen ohne einen Funken Selbstdisziplin; No Value; self-help; organization;90
Markus Zusak;Die Bücherdiebin;2005;Historical Fiction;Young Adult;100
Robert Macfarlane;Mountains of the Mind;No Value;Non-Fiction;History and Exploration;95
john niven;straight white male;No Value;No Value;No Value;100
LEINIE_BUCHER;DAS BLOCKHAUS AM MINNEWANA;No Value;No Value;No Value;90
Naoko Takeuchi; Sailor Moon;1992; Manga; Fantasy;100
Tove Jansson;Trollvinter;1957;Fantasy;Children's literature;100
Thomas Glavinic;Carl Haffners Liebe zum Unentschieden;No Value;No Value extraction possible;No Value extraction possible;90
Wolfdietrich Schnurre;Als Vaters Bart noch rot war;No Value;No Value;No Value;100
George Orwell;1984;1949;dystopian fiction;;100
Gabriel García Márquez;Hundert Jahre Einsamkeit;1967;Fiction;Magical Realism;95
Terry Pratchett;Wyrd Sisters;1988;Fantasy;Comedy;95
No Value extraction possible;;;;;
Hermann Hesse;Unterm Rad;1906;Fiction;Classic;90
Walter Moers;Die Stadt der Träumenden Bücher;2004;Fantasy;None;95
William Gibson;Neuromancer;1984;Science Fiction;Novel;100
Victor Klemperer;Ich will Zeugnis ablegen bis zum letzten: Tagebücher 1933-1945;1995;Non-fiction;Diary;100
Edward Packard;Die Insel der 1000 Gefahren;No Date;No Genre;No Sub-genre;90
Hans Magnus Enzensberger;Landessprache;1978;Poetry;No Sub-genre;90
Raymond Queneau;Stilübungen;1947;Fiction;Absurd;100
redditis;redde rationem orationes;No Value;No Value;No Value;70
Janosch;Oh wie schön ist Panama;No Value extraction possilbe;Children's literature;Picture book;100
Peter Bichsel;Kinder geschichten;No Value;No Value;No Value;90
A.W. Eckert;Der grosse Alk;No Value;No Value;No Value;80
Michael Ende;Jim Knopf und die Wilde 13;1962;Children's Literature;Fantasy;95
Douglas Coupland;Generation X;1991;Fiction;Social Commentary;90
Klaus Beuchler;Abenteuer Futuria;No Value;Science Fiction;Adventure;90
Erich Fromm;Die Kunst des Liebens;No Date;No Genre;No Sub-genre;90
Sir Arthur Conan Doyle;Der Hund der Baskervilles;1902;Mystery;Detective;100
Cili Wethekam;Mamie 1780-1794;No Value;No Value;No Value;90
Mark Brandis; Bordbuch Delta VII: Alarm im Weltraum; No Value extraction possilbe; Science Fiction; Adventure;100
Michael Ondaatje;Der englische Patient;1992;Historical Fiction;War Fiction;95
No Value extraction possible;;;;;
E.E. Cummings;Poems - Gedichte;No Value;No Value;No Value;100
Enid Blyton;5 Freunde auf Schmugglerjagd; No Value extraction possilbe; Children’s literature; Adventure;90
Wilhelm Isselmann;Schule des Geigenspiels;No Value;Music;Instruction;95
Joe Kaufman;Mein erstes Technikbuch;No Value;Children's literature;Educational;100
Wolfgang Herrndorf;Arbeit und Struktur;No Value;No Value;No Value;100
J.R.R. Tolkien;The Lord of the Rings;1954;Fantasy;High Fantasy;95
Joan Aiken;Die Fünf-Minuten-Ehe;Keine Angabe; Fiction;No sub-genre;100
Robert Jordan;The Eye of the World;1990;Fantasy;High Fantasy;100
Douglas Adams;Dirk Gently's Holistic Detective Agency;1987;Science Fiction;Fantasy;100
No Value extraction possilbe;;;;;
DJ Adams;Programming Jabber;No Value;Technology;Software development;100
Kate O'Brien;The Land of Spices;1941;Fiction;Historical;95
Eveline Hasler;Aline und die Erfindung der Liebe;No Value;No Value;No Value;100
ANNE SUMMERS;DAMNED WHORES AND GOD'S POLICE;1975;Non-fiction;Feminist literature;100
Giovannino Guareschi;Don Camillo und Peppone;No Value;No Value;No Value;95
Isaac Asimov;Die Stahlhöhlen;1953;Science Fiction;Hard Science Fiction;100
George Orwell;Nineteen Eighty-Four;1949;Dystopian fiction;Speculative fiction;100
No Value extraction possible;;;;;
Klaus Kordon;Die roten Matrosen;No Value;No Value;No Value;90
Simone de Beauvoir;Das andere Geschlecht;1949;Non-fiction;Philosophy;100
Jonathan Safran Foer; Everything is Illuminated;2002; Fiction;;
Truman Capote;Die Grasharfe;1951;Fiction;Novel;90
Laurie Penny;Fleischmarkt;No Value;No Value;No Value;90
William Shakespeare; Romeo & Juliet;1597; Fiction; Drama;100
The Hitch Hikers Guide To The Galaxy; Douglas Adams;1979; Science Fiction; Comic Science Fiction;95
Der farbige Brehm;Brehm;1902;Non-Fiction;Nature;90
Rita Mae Brown;Goldene Zeiten;No Value extraction possible;No Value extraction possible;No Value extraction possible;90
No Value extraction possible;;;;;
Umberto Eco;Das Foucaultsche Pendel;1988;Fiction;Mystery;100
Knud Meister und Carlo Andersen;JAN wird DETEKTIV;1942;Detective;Fiction;90
Tove Jansson;Sturm im Mumintal;No Value;No Value;No Value;95
Rüdiger Nehberg;Überleben ums Verrecken;No Value;No Value;No Value;100
A. A. Milne;The House at Pooh Corner;1928;Children's Literature;Fiction;95
Birgit Vanderbeke;Das Muschelessen;No Value;No Value;No Value;80
Mein erstes Buch;User von Seidlitz;No Value;No Value;No Value;80
Pippi Longstrump; Astrid Lindgren;1945; Children's literature; Adventure;95
José Saramago; Das Zentrum; No Value; Novel; Fiction;90
Jürgen Domian;DER TAG AN DEM DIE SONNE VERSCHWAND;No Value;Novel;No Value;90
John Boyne;Der Junge im gestreiften Pyjama;2006;Fiction;Historical Fiction;100
David Friedrich Weinland;Kulaman;1864;No Value;No Value;100
Richard Welbrecht;Deutsche Heldensagen;No Value;Genre;Sub-genre;95
Ian Holyer;Functional Programming with Miranda;No Value;Programming;Functional Programming;95
James Joyce;Ulysses;1922;Fiction;Modernist;100
Amendt;Das Sex Buch;1980;Non-fiction;Sexuality;95
No Value extraction possible;;;;;
Larry Wall and Randal L. Schwartz;Programming Perl;1991;Technology;Programming;95
Marion Zimmer Bradley;The Mists of Avalon;1983;Fantasy;High Fantasy;100
Judith Kerr;Als Hitler das rosa Kaninchen stahl;1971;Fiction;Historical;100
Günther Haselbusch;Aranka;No Value;No Value;No Value;100
Römpp | Raaf;Chemische Experimente die gelingen;No Value;Science;Chemistry;90
Chronik des 20. Jahrhunderts;No Value extraction possible;No Value extraction possible;History;General History;90
Haruki Murakami;Die Chroniken des Aufziehvogels;1994;Fiction;Fantasy;95
Aharon Appelfeld;Ein Mädchen nicht von dieser Welt;No Value;Novel;General;100
Michael Ende;Momo;1973;Fantasy;Children's Fiction;100
Charles H. Kahn;The Art and Thought of Heraclitus;1979;Philosophy;Ancient Philosophy;90
Stefan Zweig;Brief einer Unbekannten;1922;Fiction;Drama;100
Philippe Djian;Erogene Zone;No Value;No Value;No Value;90
Philippe Djian;Erogene Zone;No Value;No Value;No Value;90
Haruki Murakami;Sputnik Sweetheart;1999;Fiction;Fantasy;90
Dava Sobel;Längengrad;1995;Non-Fiction;History;95
Bret Easton Ellis;American Psycho;1991;Fiction;Horror;100
Arthur Rimbaud;Gedichte;1886;Poetry;Literary;90
William Golding;Lord of the Flies;1954;Fiction;Adventure;100
Edgar Allan Poe;Sämtliche Erzählungen;1849;Fiction;Horror;90
Johannes Mario Simmel;Und Jimmy ging zum Regenbogen;Keine Angabe;Fiction;Drama;100
Richard Scarry; Mein allerschönstes Buch von Flugzeug; No Value extraction possilbe; Children's literature; Picture book;100
No Value extraction possilbe;;;;;
No Value extraction possilbe;;;;;
Václav Havel;Versuch in der Wahrheit zu leben;1986;Essay;;95
Maurice Sendak;Wo die wilden Kerle wohnen;1963;Children's Literature;Picture Book;100
Christina Björk; Linnéas Jahrbuch; No Value; No Value; No Value;100
Sibylle von Olfers;Etwas von den Wurzelkindern;1906;Children's;Picture Book;100
No Value extraction possible;;;;;
Arend Agthe;Flußfahrt mit Huhn;1986;Abenteuer;Abenteuergeschichte;100
Gustav Schwab;Die Irrfahrten des Odysseus;1838;Mythology;Greek Mythology;90
No Value extraction possilbe;;;;;
John Brunner;The Shockwave Rider;1975;Science Fiction;Cyberpunk;100
Jurek Becker;Amanda herzlos;No Value;No Value;No Value;100
Herge;Die Schwarze Insel;1937;Graphic Novel;Adventure;100
Bob Shaw;Other Days Other Eyes;1972;Science Fiction;Speculative Fiction;100
Simone de Beauvoir;Alle Menschen Sind Sterblich;1946;Fiction;Philosophical fiction;100
Gabriela Ybarra; The Dinner Guest;2015; Fiction; Contemporary;90
Hans-Peter Dürr;Warum es ums Ganze geht;;;;95
STEPHEN BATCHELOR;Bekenntnisse eines ungläubigen Buddhisten;2010;Spirituality;Memoir;90
Sarah Kane;Sämtliche Stücke;No Value;Drama;Play;95
Kurt Richter;Mein erstes Schachbuch;No Value;Non-fiction;Chess;90
James Krüss;Timm Thaler oder Das verkaufte Lachen;1962;Children's literature;Fantasy;95
Arthur Ransome;Swallows and Amazons;1930;Children's literature;Adventure;95
Aldous Huxley;Schöne neue Welt;1932;Science Fiction;Dystopian;100
Heinz Sielmann;Schützt unsere schöne Natur;No Value;Non-Fiction;Nature;95
Michael Ende;Momo;1973;Fantasy;Children's;100
Michael Ende;Die unendliche Geschichte;1979;Fantasy;Juvenile Fantasy;100
Raymond Carver; Kathedrale;1983; Fiction; Short Stories;95
Christiane Barckhausen;Auf den Spuren von Tina Modotti;No Value;No Value;No Value;95
Ernst H. Gombrich;Die Geschichte der Kunst;Keine Angabe;Kunst;Keine Angabe;80
Michael Crichton;Jurassic Park;1990;Science Fiction;Thriller;95
Heinrich Böll; Billard um halbzehn;1959; Novel; No Value;100
Neal Stephenson;Cryptonomicon;1999;Science Fiction;Cyberpunk;100
Emilia Roig;Das Ende der Ehe;No Value;Non-fiction;Sociology;95
Rafik Schami;Reise zwischen Nacht und Morgen;No Value;No Value;No Value;90
